OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,ROUTE_DIR,ROUTE_PREFIX,ROUTE_NUMBER,ROUTE_SUFFIX,RAMP_NUMBER,RAMP_SUFFIX,ROAD_TYPE,TOWN_NUMBER,TOWN_NAME,PRI_SEC_STATUS,YEAR,GlobalID,Shape__Length
45464,317-E,0,2.73,L,CT,317,,,,M,119,ROXBURY,PRI,2022,81b959db-f0e4-470d-b126-5ea067371a89,14369.61887
45465,317-E,2.73,6.1,L,CT,317,,,,M,168,WOODBURY,PRI,2022,471cbc08-1c25-428e-9e99-65baf5f524ab,17730.64809
45466,15-S-168,0,0.21,L,CT,15,,168,,ER,42,EAST HARTFORD,PRI,2022,de2fa8c1-05dd-48be-9d3b-1f83f13c0e38,1177.718909
45467,151-N,2.99,4.81,L,CT,151,,,,M,40,EAST HADDAM,PRI,2022,3367c84d-3fbc-49de-b476-110ad66eb6b6,9612.335126
45468,154-N,15.21,18,L,CT,154,,,,M,26,CHESTER,PRI,2022,681468f5-faa6-4c12-b48d-0d671cb461db,14701.08975
45469,9-N,34.48,37.4,L,CT,9,,,,M,88,NEW BRITAIN,PRI,2022,1f772e5c-3b4f-4214-af95-0e89ef8c7d9d,15478.21823
45470,9-N-45,0,0.26,L,CT,9,,45,,XR,33,CROMWELL,PRI,2022,52964e3b-9f9c-4f80-ae96-e7e6d5dbef58,1437.17167
45471,9-N-71,0,0.35,L,CT,9,,71,,ER,93,NEWINGTON,PRI,2022,f8c3461c-b53c-43aa-93bc-0787e047af19,1783.186371
45472,9-S,5.47,7.72,R,CT,9,,,,M,122,DEEP RIVER,PRI,2022,fded1266-9a64-441a-9ed6-e14b288b5317,11874.17639
45473,9-S,39.27,39.69,R,CT,9,,,,M,88,NEW BRITAIN,PRI,2022,ad2d6d95-d282-4d78-9e05-a5d289abf20b,2364.833784
45474,9-S-62,0,0.26,L,CT,9,,62,,XR,88,NEW BRITAIN,PRI,2022,23567a9d-532e-48b9-b737-245bfe2d0602,1423.47803
45475,91-N-136,0,0.61,L,I,91,,136,,ER,92,NEW HAVEN,PRI,2022,0dd4876d-1923-4c07-8229-3afebb423f8e,3319.822756
45476,73-E,0,1.41,L,CT,73,,,,M,153,WATERTOWN,PRI,2022,89ca516a-5d38-44d3-a654-0269f9d44bc5,7475.457212
45477,73-E,1.41,3.46,L,CT,73,,,,M,151,WATERBURY,PRI,2022,8c0742dc-5c37-4320-b99c-b2742ebad950,10886.40502
45478,790-E,0,0.93,L,SR,790,,,,M,135,STAMFORD,PRI,2022,31d16a0a-c2db-48a8-aa3b-44a758a550b1,4913.949294
45479,34-E,5.76,7.02,L,CT,34,,,,M,84,MONROE,PRI,2022,f8a6e36f-e81b-4ed2-bd6d-193dc3d087d2,6627.550734
45480,348N-S,0,0.09,L,SI,348,N,,,M,163,WINDHAM,PRI,2022,3cf7622f-a857-4744-82a3-e581e31106ae,492.9176027
45481,369N-S,0,0.27,L,SI,369,N,,,M,130,SOUTHBURY,PRI,2022,eb4a9d26-c973-4c8d-9e72-77db877a22b4,1469.903098
45482,395-N,4.98,10.44,L,I,395,,,,M,85,MONTVILLE,PRI,2022,0a4d7ac8-078e-4922-bbcd-d90310aeaba4,28894.99375
45483,395-N-23,0,0.18,L,I,395,,23,,XR,72,LISBON,PRI,2022,36e0c84b-625b-4c2a-b157-76230c089f0e,928.1493895
45484,395-N-48,0,0.25,L,I,395,,48,,XR,68,KILLINGLY,PRI,2022,ec9a40b0-bf1e-49c1-a17f-141848877f4d,1318.323077
45485,395-N-50,0,0.16,L,I,395,,50,,ER,68,KILLINGLY,PRI,2022,92e2b326-2523-44db-899a-4647ec9096e6,854.741798
45486,395-S,25.86,35.59,R,I,395,,,,M,108,PLAINFIELD,PRI,2022,bea8ee38-989e-4ecd-bcf8-ab1104254e86,51397.07775
45487,395-S,47.78,54.69,R,I,395,,,,M,141,THOMPSON,PRI,2022,445c3a67-216a-4b4c-87ec-7b02441114b0,36496.84597
45488,395-S-18,0,0.19,L,I,395,,18,,XR,103,NORWICH,PRI,2022,291ff2db-22d6-4b67-b8cb-4532422c902d,1060.071761
45489,395-S-39,0,0.16,L,I,395,,39,,ER,108,PLAINFIELD,PRI,2022,b2c2129a-e1f7-42bc-96bd-1d2a60c1b673,896.0583994
45490,40-N-1,0,0.15,L,CT,40,,1,,XR,100,NORTH HAVEN,PRI,2022,f5fe9fde-cd1d-49b3-b911-f23a1338e587,872.8428177
45491,401-N,0.47,0.77,L,SSR,401,,,,M,39,EAST GRANBY,PRI,2022,40182b8a-12bc-4187-806a-22ca6430ccd2,1657.095333
45492,41L-E,0,0.37,L,SP,41,L,,,M,125,SHARON,PRI,2022,42b0a6a2-086d-40d1-b91a-98865bce2884,1864.802339
45493,157-N,0,1.02,L,CT,157,,,,M,37,DURHAM,PRI,2022,ff31863d-b0a0-4e76-99e8-eece5c9c85ed,5345.051563
45494,159-S,2.06,3.58,R,CT,159,,,,M,164,WINDSOR,PRI,2022,527ba603-cb84-45d6-8e69-9d612f242458,7920.266974
45495,170M-E,0,0.13,L,SF,170,M,,,M,153,WATERTOWN,PRI,2022,3c92a562-cc6b-479e-8b3f-790d22959a55,709.1561293
45496,181-N,0,5.91,L,CT,181,,,,M,5,BARKHAMSTED,PRI,2022,bbc2f2e7-23b1-4b78-bfd6-271026e13235,31230.2253
45497,181L-S,0,0.03,L,SP,181,L,,,M,20,BURLINGTON,PRI,2022,6152bf31-966d-45b9-8c8b-035c28c246b7,140.1297793
45498,184-E,6.43,10.44,L,CT,184,,,,M,137,STONINGTON,PRI,2022,6bf094a8-aeb5-49d1-b23f-9a83d5be3b8a,21156.40656
45499,190L-W,0,0.04,L,SP,190,L,,,M,78,MARLBOROUGH,PRI,2022,9e009af3-fdde-4a64-9cb6-8e0b56b272bc,182.4836327
45500,198-N,12.82,19.22,L,CT,198,,,,M,169,WOODSTOCK,PRI,2022,05f11f3f-11aa-4021-ace0-e916ec9b0cae,33735.52941
45501,2-E,47.96,54.29,L,CT,2,,,,M,101,NORTH STONINGTON,PRI,2022,9d6ed668-8393-466c-9f32-05dc4835e18c,33515.52015
45502,91-N-184,0,0.21,L,I,91,,184,,XR,165,WINDSOR LOCKS,PRI,2022,b91f7209-2bea-49eb-8af1-9ad5542d4e77,1115.4712
45503,91-N-21,0,0.18,L,I,91,,21,,XR,100,NORTH HAVEN,PRI,2022,4233173f-616d-437f-bbac-2081fe530062,1010.956386
45504,91-N-51,0,0.3,L,I,91,,51,,ER,118,ROCKY HILL,PRI,2022,230d3832-0161-4e3a-84ff-7955aa80c95c,1605.034962
45505,91-S-120,0,0.19,L,I,91,,120,,ER,48,ENFIELD,PRI,2022,8cc8302d-6130-4c49-aca2-f2e7f11b92b3,899.980795
45506,91-S-2,0,0.25,L,I,91,,2,,XR,92,NEW HAVEN,PRI,2022,fa6c00ba-849d-4f8c-8e60-a82113a862b9,1401.529813
45507,91-S-846,0,0.32,L,I,91,,846,,TR,48,ENFIELD,PRI,2022,0673b28b-77b6-40fb-9ed8-bb0878a3d434,1678.357957
45508,91-S-848,0,0.29,L,I,91,,848,,TR,48,ENFIELD,PRI,2022,04a9dc87-e7b8-48ce-9042-13bbc921254b,1479.493503
45509,95-N-135,0,0.27,L,I,95,,135,,ER,83,MILFORD,PRI,2022,f34418bc-6ebd-4488-ae59-6b041b10efdb,1405.01725
45510,95-N-222,0,0.23,L,I,95,,222,,XR,105,OLD SAYBROOK,PRI,2022,33715e69-99e0-42d5-a549-2a817330cc75,1224.71056
45511,95-N-295,0,0.18,L,I,95,,295,,ER,102,NORWALK,PRI,2022,935a987c-2745-4c9b-bbe6-387f52856f7e,970.5880219
45512,95-N-32A,0,0.05,L,I,95,,32,A,ER,135,STAMFORD,PRI,2022,6a980b6e-4000-4f58-aede-93f29de27223,327.7785172
45513,95-N-42,0,0.26,L,I,95,,42,,ER,35,DARIEN,PRI,2022,db44934d-fbbd-49f0-8ee3-1ba7ad77a227,1438.322547
45514,95-N-54A,0,0.02,L,I,95,,54,A,ER,102,NORWALK,PRI,2022,96703496-fcb0-4dd4-a0e2-d7e19f60d01b,135.9045399
45515,8-N,58.84,62,L,CT,8,,,,M,162,WINCHESTER,PRI,2022,eba4c185-2689-4159-8f11-4ad898a9df8a,16740.87241
45516,8-N-115,0,0.23,L,CT,8,,115,,ER,143,TORRINGTON,PRI,2022,9541d0a6-e03c-45da-9287-713aed6c9f9b,1228.167405
45517,8-N-25,0,0.15,L,CT,8,,25,,ER,126,SHELTON,PRI,2022,de3843ca-2263-479e-8bfa-c9b9ed85792e,779.2106442
45518,8-N-45,0,0.18,L,CT,8,,45,,XR,124,SEYMOUR,PRI,2022,133cfb76-4fcb-41ee-b9ef-f3b22fdf0a04,947.3126962
45519,8-S-110,0,0.24,L,CT,8,,110,,XR,143,TORRINGTON,PRI,2022,9cea9050-81c4-49d8-8cc2-082d312d249e,1281.42261
45520,8-S-12,0.12,0.24,L,CT,8,,12,,ER,144,TRUMBULL,PRI,2022,62711f26-51bb-4d67-a6db-a96de334f704,620.2879962
45521,8-S-49A,0,0.03,L,CT,8,,49,A,XR,124,SEYMOUR,PRI,2022,d317b2e3-c165-4552-ac13-a5280cb6c0cf,169.3576589
45522,8-S-86,0,0.15,L,CT,8,,86,,XR,153,WATERTOWN,PRI,2022,7693f61f-8aa6-49c7-a45e-4a0b882d6d43,768.1038318
45523,8-S-95A,0,0.01,L,CT,8,,95,A,XR,140,THOMASTON,PRI,2022,47568896-a37f-4025-8e06-205068223c54,100.5205198
45524,812-E,0,0.11,L,SR,812,,,,M,21,CANAAN,PRI,2022,b4b17efc-8482-4335-9c70-8113b7904be1,612.1691456
45525,42L-E,0,0.44,L,SP,42,L,,,M,125,SHARON,PRI,2022,c1d1ab2f-4112-434b-97a9-a0748467ed68,2391.056803
45526,44L-N,0,0.05,L,SP,44,L,,,M,125,SHARON,PRI,2022,67a797a3-b37a-4b1f-82e1-5a40376ef5b2,310.8842766
45527,5-S,16.87,17.09,R,US,5,,,,M,79,MERIDEN,PRI,2022,06efbd07-f545-4127-a0af-b70b8ce4f97e,1108.069242
45528,502-E,4.05,6.31,L,SR,502,,,,M,76,MANCHESTER,PRI,2022,b3c89d23-6926-4e00-bbfe-f74d0dc1abab,11887.32849
45529,50M-E,0,1.61,L,SF,50,M,,,M,57,GRISWOLD,PRI,2022,f79452c8-7878-459e-a5f1-7e0911ffcb52,8487.637478
45530,2-E,55.27,58.03,L,CT,2,,,,M,137,STONINGTON,PRI,2022,bc600c82-c20e-476c-9e78-50eceee45168,14651.83035
45531,2-E-37,0,0.21,L,CT,2,,37,,XR,28,COLCHESTER,PRI,2022,e9604db2-de12-4312-bdab-5ba77e0eab4b,1097.876213
45532,2-W-28,0,0.1,L,CT,2,,28,,XR,53,GLASTONBURY,PRI,2022,748a4e07-9fdc-4729-be0a-b91ffd53cd57,558.6114924
45533,2-W-53,0,0.44,L,CT,2,,53,,ER,28,COLCHESTER,PRI,2022,42925bd5-5010-4403-b882-c7b99e86604e,2272.722897
45534,2-W-92,0,0.32,L,CT,2,,92,,ER,101,NORTH STONINGTON,PRI,2022,309fb95c-74e3-40b4-9a08-9679939a830e,1748.180663
45535,20-E,27.72,27.76,L,CT,20,,,,M,165,WINDSOR LOCKS,PRI,2022,673ae51d-c350-4dee-b231-61e073bc9308,220.3582392
45536,95-N-77,0,0.12,L,I,95,,77,,XR,50,FAIRFIELD,PRI,2022,a63e69ff-0bd5-4551-8646-cdc3711ec1e1,558.6498526
45537,95-N-79,0,0.1,L,I,95,,79,,ER,50,FAIRFIELD,PRI,2022,45887aa1-2ece-4c1a-920b-58523c88d4f5,510.3993114
45538,95-N-819,0,0.3,L,I,95,,819,,TR,94,NEW LONDON,PRI,2022,2cf3ab40-6ba0-4b48-a924-15d3eae8b7ad,1585.740779
45539,95-S-319,0,0.14,L,I,95,,319,,XR,43,EAST HAVEN,PRI,2022,65ca1520-03e8-4590-b362-df65c58222d8,706.0743962
45540,95-S-356,0,0.21,L,I,95,,356,,ER,15,BRIDGEPORT,PRI,2022,768201ed-d434-4ce2-8a41-98186d48f1aa,1240.510823
45541,95-S-53A,0,0.01,L,I,95,,53,A,XR,102,NORWALK,PRI,2022,1a3fb82e-f87d-48e0-aafa-e2c07cde1a27,95.20969258
45542,95-S-61,0,0.23,L,I,95,,61,,ER,158,WESTPORT,PRI,2022,0046b284-6e64-4269-b470-8cbcff787316,1217.597041
45543,95-S-822,0,0.42,L,I,95,,822,,TR,58,GROTON,PRI,2022,77b90809-aeae-47e8-ba4f-e8e7ed8f65fc,2165.030127
45544,95-S-85A,0,0.01,L,I,95,,85,A,ER,15,BRIDGEPORT,PRI,2022,b8ae4cd6-c5a9-4bee-ac74-09bbe22ec922,94.09624859
45545,84-E,72.61,77.42,L,I,84,,,,M,146,VERNON,PRI,2022,e21e2107-76b8-459b-afb7-74eb8e7caa44,25396.27241
45546,84-E-14,0,0.13,L,I,84,,14,,ER,34,DANBURY,PRI,2022,a5ed39fb-0dc8-4621-8c6e-c730da2bb3a0,757.6589224
45547,84-E-288,0,0.16,L,I,84,,288,,ER,145,UNION,PRI,2022,ee79464d-4209-42fe-a4e3-346add1df589,957.942819
45548,84-W-31,0,0.56,L,I,84,,31,,XR,96,NEWTOWN,PRI,2022,7fb11a4c-95a1-4301-92b0-d7daa7cc8542,2928.531148
45549,840-S,0.8,0.85,R,SR,840,,,,M,18,BROOKFIELD,PRI,2022,047bdce9-bdc8-49f7-9715-8cf053abd030,226.1974543
45550,52M-E,0,0.4,L,SF,52,M,,,M,62,HAMPTON,PRI,2022,6872a721-a55d-487e-89a9-90612fa09b5a,2105.060945
45551,57-N,8.98,9.15,L,CT,57,,,,M,116,REDDING,PRI,2022,7509e38e-b459-4108-a4ff-7e7410f6eb92,927.996311
45552,571-E-2,0,0.23,L,SR,571,,2,,ER,7,BERLIN,PRI,2022,e609913d-8925-4d4b-8875-67b9375ff2b3,1264.796355
45553,598-E-3,0,0.11,L,SR,598,,3,,ER,63,HARTFORD,PRI,2022,694fd4d5-29dc-4452-a031-43de3b52d07b,607.5948524
45554,6-E,21.96,24.59,L,US,6,,,,M,130,SOUTHBURY,PRI,2022,e50f41de-830b-4cf2-bca5-efdfcfe2d2b1,13949.25269
45555,6-E,24.59,32.36,L,US,6,,,,M,168,WOODBURY,PRI,2022,0bae76f5-87e6-4702-92ec-c990e3db7986,41020.46693
45556,6-W-2,0,0.18,L,US,6,,2,,XR,68,KILLINGLY,PRI,2022,bb828a90-90cd-49fe-a1b0-fb551b932eb1,971.3178456
45557,614-N,0,2.63,L,SR,614,,,,M,58,GROTON,PRI,2022,3cfcefb7-c324-4ef2-9745-32364e73240b,13951.17104
45558,623-W-1,0,0.13,L,SR,623,,1,,XR,94,NEW LONDON,PRI,2022,65fc3855-a3e5-4ac4-a613-f40dd0dcde5c,720.6601894
45559,63M-E,0,0.13,L,SF,63,M,,,M,129,SOMERS,PRI,2022,ec06f898-f494-4f73-816b-21fb5aef9045,686.9841383
45560,202-N,54.82,55.66,L,US,202,,,,M,23,CANTON,PRI,2022,8299a716-9c87-44ce-8770-00ead58a8b84,4600.573016
45561,202-S,44.6,44.71,R,US,202,,,,M,143,TORRINGTON,PRI,2022,3cd9a094-57e9-4437-9eb2-90e0335755b7,576.3764162
45562,203N-S,0,0.12,L,SI,203,N,,,M,88,NEW BRITAIN,PRI,2022,10ec53be-8f39-4d46-9012-903c34075ddb,619.1383909
45563,205-N,0,0.53,L,CT,205,,,,M,108,PLAINFIELD,PRI,2022,b55b1f27-96cd-4466-aa7e-da760026201f,2834.861379
45564,209L-E,0,0.45,L,SP,209,L,,,M,116,REDDING,PRI,2022,c3440a78-acc8-41ea-85c7-f6fbb420ade6,2396.151715
45565,97-N,4.22,8.27,L,CT,97,,,,M,133,SPRAGUE,PRI,2022,bbad2344-92f7-4c36-afde-2752b8d4710f,21393.69851
45566,1-N,0,5.67,L,US,1,,,,M,56,GREENWICH,PRI,2022,f251dbf1-8849-47d8-8f87-ccc6c2483507,29957.2705
45567,1-S,6.68,7.77,R,US,1,,,,M,135,STAMFORD,PRI,2022,635bd7ae-8294-4434-aa70-a7762678deda,5790.469467
45568,12-N,23.58,33.51,L,CT,12,,,,M,108,PLAINFIELD,PRI,2022,f475930b-7fde-4d0e-bdb5-5abe02530e6b,52368.81259
45569,122M-N,0,0.9,L,SF,122,M,,,M,145,UNION,PRI,2022,9681a337-662f-4e06-84e0-6637197e46be,4734.143408
45570,128-E,0,0.05,L,CT,128,,,,M,125,SHARON,PRI,2022,8f63a993-6813-4f46-bd14-ee6bc240b7a1,288.6695796
45571,95-S,88.61,92.37,R,I,95,,,,M,152,WATERFORD,PRI,2022,cefdb085-823d-4935-bb4f-866a8f91cc59,19986.80205
45572,95-S-113,0,0.17,L,I,95,,113,,ER,138,STRATFORD,PRI,2022,7dbcf4cd-ae84-44b1-98a4-f55d78738b75,923.4340436
45573,95-S-206,0,0.22,L,I,95,,206,,XR,27,CLINTON,PRI,2022,f72d6db5-c1e1-435a-b803-e294ad3c9443,1203.156458
45574,1-S,28.27,29.14,R,US,1,,,,M,15,BRIDGEPORT,PRI,2022,4f8426eb-7a66-42f1-8433-0d2a783f6ded,4541.093181
45575,10-N,7.89,8.06,L,CT,10,,,,M,61,HAMDEN,SEC,2022,92385a71-c48d-4896-b52e-c48a7c2b79a5,964.9937966
45576,104-S,2.11,2.26,R,CT,104,,,,M,135,STAMFORD,PRI,2022,d84bb701-cbc4-4e47-b723-871700447646,742.1742913
45577,105L-S,0,0.06,L,SP,105,L,,,M,143,TORRINGTON,PRI,2022,75e06a50-cc29-4b08-be9f-6ef6e9d6a187,296.4179352
45578,111L-S,0,0.04,L,SP,111,L,,,M,152,WATERFORD,PRI,2022,3f2f4c43-00d4-4bd6-a367-8bddd91ce9ad,241.4102562
45579,112-E,0,6.68,L,CT,112,,,,M,121,SALISBURY,PRI,2022,480a3d22-058d-4600-bf47-e3b94dc64bb1,35322.77257
45580,124-N,2.71,9.41,L,CT,124,,,,M,89,NEW CANAAN,PRI,2022,951c72cb-6926-4136-8838-3586c8e21cf2,35217.24722
45581,129M-N,0.71,1.26,L,SF,129,M,,,M,145,UNION,PRI,2022,11bceacb-a6b0-4670-bbe9-10e24a121528,2902.011147
45582,66-W,0,1.22,R,CT,66,,,,M,79,MERIDEN,PRI,2022,b47864b7-1494-4e4c-9dda-b7a8850a44bf,6402.690546
45583,66-W-1,0,0.25,L,CT,66,,1,,ER,79,MERIDEN,PRI,2022,389cc54b-9735-4da6-922c-ea6d1eb470e6,1337.412921
45584,67-E,0.5,2.23,L,CT,67,,,,M,95,NEW MILFORD,PRI,2022,e54887fd-ff69-410f-aa17-5cfa85b30f68,9091.140541
45585,691-W-15A,0,0.02,L,I,691,,15,A,ER,131,SOUTHINGTON,PRI,2022,af910753-f69d-41ea-bd3a-e458954e99dd,124.1867903
45586,7-N-4,0,0.2,L,US,7,,4,,XR,102,NORWALK,PRI,2022,bd503cb2-0b76-4e41-a3f3-d3c3363089cc,1109.980382
45587,7-N-43,0,0.19,L,US,7,,43,,ER,34,DANBURY,PRI,2022,6f9b1219-315f-449c-acf6-45603644e2d4,1007.916525
45588,71-S,17.19,17.51,R,CT,71,,,,M,88,NEW BRITAIN,PRI,2022,4e93d917-b5e2-4c0f-8195-74d933dbbb9e,1715.364514
45589,21-N,0.88,4.12,L,CT,21,,,,M,115,PUTNAM,PRI,2022,c8e95d5a-433b-4b11-a6a7-342563bfb9de,17109.02268
45590,212M-W,0,0.06,L,SF,212,M,,,M,147,VOLUNTOWN,PRI,2022,50e26ab2-6fba-4af6-96f0-e35a808fbc61,360.6357629
45591,216L-E,0,0.42,L,SP,216,L,,,M,75,MADISON,PRI,2022,32175468-c2a2-4d08-b487-73f1040a6b00,2231.88776
45592,218-E,5.41,7,L,CT,218,,,,M,164,WINDSOR,PRI,2022,757346f5-38a3-46d5-826b-5fc8caf8d041,8368.343108
45593,218-W,1.42,1.48,R,CT,218,,,,M,11,BLOOMFIELD,PRI,2022,5187ca10-5470-458b-9e6f-f7470fb8619d,329.1336842
45594,133-N,0,1.26,L,CT,133,,,,M,18,BROOKFIELD,PRI,2022,c170145d-dadd-46bc-8bc8-9819e78cb38e,6679.478396
45595,136-N,1.26,4.14,L,CT,136,,,,M,102,NORWALK,PRI,2022,01a8d950-cbdf-4f6f-8cae-814b7ace3762,15262.72191
45596,136-S,5.96,6.16,R,CT,136,,,,M,102,NORWALK,PRI,2022,c464f508-888b-46ca-8552-6f749e2aa186,475.4384494
45597,138-E,4.04,4.06,L,CT,138,,,,M,72,LISBON,SEC,2022,3f15b074-8892-4c63-a493-b984e780bb2b,159.6017477
45598,139L-S,0,0.13,L,SP,139,L,,,M,68,KILLINGLY,PRI,2022,f4b03b69-af64-4c20-b6d3-34b62b03315c,679.172906
45599,145-N,0,1.37,L,CT,145,,,,M,27,CLINTON,PRI,2022,ba39a2e1-343b-448b-8d44-cea3df72c55b,7281.135679
45600,149-N,0,6.82,L,CT,149,,,,M,40,EAST HADDAM,PRI,2022,ca652175-eab6-482e-a03b-8a4ccbbb7028,36027.18974
45601,15-N,46.77,47.2,L,CT,15,,,,M,167,WOODBRIDGE,PRI,2022,ceead694-c09d-4d8d-b47e-ff6a4dc6539a,2176.934739
45602,15-N-133,0,0.21,L,CT,15,,133,,XR,148,WALLINGFORD,PRI,2022,b831392f-b5ff-4e13-b2b7-e9d141dcf6cb,1062.999986
45603,15-N-192,0,0.07,L,CT,15,,192,,ER,89,NEW CANAAN,PRI,2022,34809ee6-b1b9-45e6-a412-bb3e70606871,390.4879169
45604,29L-S,0,0.74,L,SP,29,L,,,M,97,NORFOLK,PRI,2022,7dba63f0-b466-4d51-887b-49fcce654b9c,3881.988014
45605,2A-E-7,0,0.49,L,CT,2A,,7,,ER,85,MONTVILLE,PRI,2022,ea75cc7c-ccf1-4a53-a545-33e3979418ce,2637.683709
45606,30M-W,0,1.61,L,SF,30,M,,,M,31,CORNWALL,PRI,2022,04db2508-e4a1-4738-8959-f4f9967db215,8377.145438
45607,719-N,0,2.02,L,SR,719,,,,M,102,NORWALK,PRI,2022,784f6163-7a12-429b-a050-506d09d533db,10695.85933
45608,71A-N,0,2.46,L,CT,71,A,,,M,7,BERLIN,PRI,2022,65e62100-e2dc-47ac-802f-be892a49e87d,13010.71936
45609,71L-S,0,0.62,L,SP,71,L,,,M,69,KILLINGWORTH,PRI,2022,cfe96f6d-d951-44ef-ba5b-147e782c102b,3309.0025
45610,72-N,12.02,15.5,L,CT,72,,,,M,110,PLYMOUTH,PRI,2022,34acf701-2c32-4f54-9c49-1890e8cb7c18,18391.42289
45611,21M-N,0,1.54,L,SF,21,M,,,M,28,COLCHESTER,PRI,2022,c4b717b3-e465-4f6d-88be-0d850f72497f,8083.090632
45612,243-W,6.22,6.45,R,CT,243,,,,M,92,NEW HAVEN,PRI,2022,68bedc00-887d-4a67-b1cd-96865e2accbb,1272.298387
45613,25-N,24.52,28.59,L,CT,25,,,,M,18,BROOKFIELD,PRI,2022,61d51eee-e00b-44a4-bf14-0ed792558c77,21458.57461
45614,25-N-1,0,0.17,L,CT,25,,1,,ER,144,TRUMBULL,PRI,2022,05bb97b8-2d40-45c3-a3bf-be003875d7cc,897.5352249
45615,279N-E,0,0.13,L,SI,279,N,,,M,92,NEW HAVEN,PRI,2022,031f676a-4c6d-4928-a14d-30f264970c60,751.9315325
45616,291-E-8,0,0.35,L,I,291,,8,,XR,132,SOUTH WINDSOR,PRI,2022,d1ab01af-517c-411a-9e11-5c40444bc7b7,1813.750907
45617,29M-E,0,0.15,L,SF,29,M,,,M,31,CORNWALL,PRI,2022,f654e20e-2ce7-4952-ad48-c8cadc154c1e,818.0323413
45618,303N-E,0,0.42,L,SI,303,N,,,M,103,NORWICH,PRI,2022,a6d82fc7-02fd-4557-b875-d58ea1677175,2204.048656
45619,313N-W,0,0.19,L,SI,313,N,,,M,151,WATERBURY,PRI,2022,54acee73-bf77-4c40-a29d-1faa4621672d,1015.193824
45620,32-N,39.87,46.99,L,CT,32,,,,M,160,WILLINGTON,PRI,2022,0b806e84-3ac0-40d5-8f23-4ef8df2b1f79,37531.83992
45621,34-E,21.73,21.88,L,CT,34,,,,M,92,NEW HAVEN,PRI,2022,ebe58660-86c5-4b85-b012-59f3072cdd20,817.6577935
45622,384-E-24,0,0.28,L,I,384,,24,,XR,12,BOLTON,PRI,2022,b059178c-ecc5-44ef-abad-e36073e299c7,1475.402717
45623,15-N-217A,0,0.05,L,CT,15,,217,A,ER,138,STRATFORD,PRI,2022,6a3b2946-039b-4aaa-9f56-acc0eedcf5ce,309.2175471
45624,15-N-6,0,0.07,L,CT,15,,6,,ER,56,GREENWICH,PRI,2022,d41ab6a5-8880-44f7-8497-5c4fc48e6ecb,409.0691173
45625,15-S,12.03,15.44,R,CT,15,,,,M,89,NEW CANAAN,PRI,2022,b9f732a1-3c29-4c5d-9e6e-ff9ca8d39dfd,18030.68682
45626,15-S,20.02,23.53,R,CT,15,,,,M,158,WESTPORT,PRI,2022,3be48fb2-09d8-44f8-bbff-e9bbf8d74b36,18501.74606
45627,15-S,23.53,29.23,R,CT,15,,,,M,50,FAIRFIELD,PRI,2022,5ca46647-8d35-4a9c-a5ae-a24a14a71c80,30105.233
45628,15-S,29.23,34.62,R,CT,15,,,,M,144,TRUMBULL,PRI,2022,bf172306-44c5-4146-8e60-0df748d2df19,28465.44964
45629,15-S,67.96,73.34,R,CT,15,,,,M,7,BERLIN,PRI,2022,a769c6be-330d-4d16-a337-e2880953ed1e,28487.32086
45630,15-S-104,0,0.04,L,CT,15,,104,,XR,106,ORANGE,PRI,2022,834ccb5e-fa33-4e8c-952c-af2701605409,223.7097117
45631,15-S-19,0,0.05,L,CT,15,,19,,XR,135,STAMFORD,PRI,2022,fffc9f90-0f34-4bca-9dc8-5c8df7042984,189.3789054
45632,15-S-194,0,0.07,L,CT,15,,194,,XR,89,NEW CANAAN,PRI,2022,a5ce71c0-ae67-4eb9-ba12-3c17e0138730,390.8947657
45633,85-N,5.43,8.46,L,CT,85,,,,M,85,MONTVILLE,PRI,2022,133954c3-acc9-47e6-b201-3edd44930842,15935.21387
45634,87-N,0,0.41,L,CT,87,,,,M,52,FRANKLIN,PRI,2022,2138d766-0b62-4bf1-8ca4-b9979a13abfb,2171.159793
45635,9-N-13,0,0.31,L,CT,9,,13,,XR,122,DEEP RIVER,PRI,2022,dafeb2ba-b981-4784-955b-e666ab6298b8,1647.966155
45636,9-N-806,0,0.71,L,CT,9,,806,,TR,51,FARMINGTON,PRI,2022,c5ef708f-6f20-4896-b16f-b48be9dc346a,3690.011565
45637,9-S-52,0,0.28,L,CT,9,,52,,XR,7,BERLIN,PRI,2022,c4ac4b22-e91a-42f4-b752-711bd44c8287,1448.254457
45638,9-S-52A,0,0.06,L,CT,9,,52,A,XR,7,BERLIN,PRI,2022,3d0a8110-d5c9-4fff-9e32-720217b59276,364.2299889
45639,91-N,41.49,48.75,L,I,91,,,,M,164,WINDSOR,PRI,2022,9531f6c4-204c-4de0-a05c-44a69729aec9,38361.77766
45640,91-N-134,0,0.53,L,I,91,,134,,XR,92,NEW HAVEN,PRI,2022,10b84991-00bc-49a2-8fc4-3befa45d88a3,2941.747542
45641,72-N-20A,0,0.01,L,CT,72,,20,A,ER,88,NEW BRITAIN,PRI,2022,c1f894fc-7ba8-4e30-8340-a389c9c4d73b,98.45838365
45642,74-E,0,2.9,L,CT,74,,,,M,132,SOUTH WINDSOR,PRI,2022,be2b2eb7-aaa2-4040-97a3-522bdfd37a60,15267.73374
