OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,ROUTE_DIR,ROUTE_PREFIX,ROUTE_NUMBER,ROUTE_SUFFIX,RAMP_NUMBER,RAMP_SUFFIX,ROAD_TYPE,TOWN_NUMBER,TOWN_NAME,PRI_SEC_STATUS,YEAR,GlobalID,Shape__Length
45285,99-S,10.3,10.64,R,CT,99,,,,M,159,WETHERSFIELD,PRI,2022,b34da9d5-7563-49b8-b670-35695ccfaa13,1782.275286
45286,1-N,88.64,93.47,L,US,1,,,,M,44,EAST LYME,PRI,2022,d35e8e16-fe4a-4358-851b-a749a8b23c45,25549.67468
45287,10-S,0.12,0.24,R,CT,10,,,,M,92,NEW HAVEN,PRI,2022,cf6d9ffd-3501-46dc-934d-f069b13400ec,590.9067388
45288,111-S,0,0.09,R,CT,111,,,,M,144,TRUMBULL,PRI,2022,9c8cf3ed-9b65-4266-9a71-e2a9d70b9561,422.7689789
45289,111M-W,0,0.69,L,SF,111,M,,,M,142,TOLLAND,PRI,2022,9d74cc3a-9118-432b-a83c-ff1c83143f78,3651.54143
45290,95-S-347,0,0.46,L,I,95,,347,,ER,92,NEW HAVEN,PRI,2022,8fa0d55c-e890-45ef-adf1-1c1db8562164,2427.99362
45291,95-S-78,0,0.09,L,I,95,,78,,XR,50,FAIRFIELD,PRI,2022,066e2e7d-12f4-48b4-a9a2-a0b6a8b8041f,490.5513364
45292,1-N,12.88,17.99,L,US,1,,,,M,102,NORWALK,PRI,2022,a93ab39b-db22-4a38-a92d-57df51bc159f,26960.76702
45293,1-N,59.12,59.15,L,US,1,,,,M,98,NORTH BRANFORD,PRI,2022,0cce6a24-d70f-4abb-968c-d2a63fc57cfc,113.0571597
45294,10-N,8.06,14.15,L,CT,10,,,,M,61,HAMDEN,PRI,2022,12fc2d82-a88d-47b7-9c9e-48b3201043ae,32154.79512
45295,100-N,0,4.4,L,CT,100,,,,M,43,EAST HAVEN,PRI,2022,38786a47-0a58-49b8-af43-c4844205e454,23248.48361
45296,106-N,6.92,9.1,L,CT,106,,,,M,89,NEW CANAAN,PRI,2022,b0205694-b9a3-44a4-a4f4-cd039dc6a6ec,11563.04679
45297,113-N,0.09,8.12,L,CT,113,,,,M,138,STRATFORD,PRI,2022,5929da29-77ee-43ba-8153-f4d846a539ae,42572.25696
45298,115M-S,0,0.32,L,SF,115,M,,,M,145,UNION,PRI,2022,c27902b7-15f6-4020-a428-f32ba5f3de44,1670.60943
45299,132-N,9.88,10.08,L,CT,132,,,,M,10,BETHLEHEM,PRI,2022,78f06557-7186-4431-9e56-881cefc39ba7,1041.657558
45300,9-S-23,0,0.15,L,CT,9,,23,,XR,60,HADDAM,PRI,2022,7be4ac5f-a44f-4f36-9fa4-58b21a0ca1fe,819.4457021
45301,900-S,0,0.2,L,SR,900,,,,M,58,GROTON,PRI,2022,42f7ffbf-7b86-46a7-985e-179996cb6996,980.1131708
45302,91-S,48.75,49.94,R,I,91,,,,M,165,WINDSOR LOCKS,PRI,2022,300ad106-6379-4454-a8ed-37f195930730,6357.333401
45303,91-S-179,0,0.54,L,I,91,,179,,ER,165,WINDSOR LOCKS,PRI,2022,517c7891-6554-44be-b1f8-5481ea207c7c,2787.782202
45304,91-S-197,0,0.05,L,I,91,,197,,ER,164,WINDSOR,PRI,2022,e60c2c1f-bc95-4835-900e-da2d994e9687,265.3854737
45305,91-S-802,0,0.25,L,I,91,,802,,TR,92,NEW HAVEN,PRI,2022,54af589c-7219-478e-bb7b-0fb7028b87ad,1357.269094
45306,915-N,0,0.06,L,SR,915,,,,M,106,ORANGE,PRI,2022,62d98277-c5c4-4b49-a9da-18d12f7a577a,335.4550027
45307,919-S,0,0.17,L,SR,919,,,,M,159,WETHERSFIELD,PRI,2022,7f0b5fb1-d0ba-4d28-ad0f-f5b1350c8dbb,853.4312724
45308,95-N,42.35,45.79,L,I,95,,,,M,156,WEST HAVEN,PRI,2022,33e9b97d-406d-443b-aceb-102667f93154,18026.69759
45309,95-N-101,0,0.14,L,I,95,,101,,XR,15,BRIDGEPORT,PRI,2022,07e3fb08-34e6-43c2-945e-601d1ce79782,734.994563
45310,95-N-210,0,0.16,L,I,95,,210,,ER,154,WESTBROOK,PRI,2022,11d27cef-7230-4951-84a5-ce9d374daf1f,795.5584814
45311,95-N-267A,0,0.03,L,I,95,,267,A,ER,58,GROTON,PRI,2022,5b6ecc4f-8333-4576-b5a2-a7b8682bc365,142.0860746
45312,95-N-287,0,0.14,L,I,95,,287,,ER,101,NORTH STONINGTON,PRI,2022,8b9ea31b-c011-4006-aa3a-1c0f928e226a,741.6350738
45313,95-N-294,0,0.22,L,I,95,,294,,ER,94,NEW LONDON,PRI,2022,e859baee-007a-4037-93b7-0fcc5104c7dc,1009.564254
45314,95-N-344,0,0.14,L,I,95,,344,,XR,15,BRIDGEPORT,PRI,2022,bbbcf5d1-a076-4707-b854-9ed14a92762d,772.0290486
45315,95-N-89,0,0.15,L,I,95,,89,,XR,15,BRIDGEPORT,PRI,2022,68628f62-b6ca-4350-8851-84f7be38a318,821.2040233
45316,95-S,41.33,42.35,R,I,95,,,,M,106,ORANGE,PRI,2022,afaf0819-4f91-4afe-af19-82cffe7244bb,5554.598834
45317,115-N,0,0.85,L,CT,115,,,,M,36,DERBY,PRI,2022,1bc0dc76-28ee-43c7-8ba4-2ba791cf9416,4539.274857
45318,121-N,0,1.88,L,CT,121,,,,M,83,MILFORD,PRI,2022,f6c995e3-334e-45e6-b74b-d7fb7b842c50,9960.990779
45319,130-E,3.69,3.85,L,CT,130,,,,M,15,BRIDGEPORT,SEC,2022,4e01b359-6459-4c79-b1d6-144a53a4ae24,904.508634
45320,140L-N,0,0.02,L,SP,140,L,,,M,77,MANSFIELD,PRI,2022,e1cefe82-7b5b-430d-923d-3db6e4d14471,101.2215909
45321,15-N-20,0,0.03,L,CT,15,,20,,ER,135,STAMFORD,PRI,2022,5bfb48fb-8862-4c88-8209-457eeffd4812,156.1729811
45322,15-N-205,0,0.14,L,CT,15,,205,,XR,102,NORWALK,PRI,2022,1eec9c2f-31a6-433e-87f2-f30bb539a0e1,756.0034897
45323,15-S-17,0,0.02,L,CT,15,,17,,ER,135,STAMFORD,PRI,2022,c86b0a63-12a4-4072-b1b0-568985b3a77a,164.1825821
45324,15-S-172,0,0.11,L,CT,15,,172,,ER,42,EAST HARTFORD,PRI,2022,2b8a8bf9-943e-4a89-b223-b7d43a56c5f2,562.4434694
45325,15-S-182,0,0.1,L,CT,15,,182,,XR,144,TRUMBULL,PRI,2022,442e2adc-0834-4eb6-9cae-ca917b9bc6ba,509.0601493
45326,15-S-193,0,0.08,L,CT,15,,193,,ER,89,NEW CANAAN,PRI,2022,052aea02-3d41-4598-8389-5232deba7103,435.6010734
45327,15-S-24,0,0.21,L,CT,15,,24,,XR,135,STAMFORD,PRI,2022,c9f6ea47-b446-4aaa-b831-33c45e5fcc1a,1171.636908
45328,15-S-76A,0,0.03,L,CT,15,,76,A,XR,144,TRUMBULL,PRI,2022,63b0ee08-1912-49eb-9cd3-946f2d54c047,178.4498362
45329,132L-S,0,1.19,L,SP,132,L,,,M,83,MILFORD,PRI,2022,5f755254-3528-4dca-9d77-a58e4c87af21,6644.700259
45330,132M-E,0,0.04,L,SF,132,M,,,M,31,CORNWALL,PRI,2022,0286df20-b26b-4c59-92c4-212278903a2b,222.8985311
45331,135L-N,0,0.08,L,SP,135,L,,,M,40,EAST HADDAM,PRI,2022,0aeaac49-e0c1-44ae-ba5b-80fdb621057b,413.2862199
45332,146-E,0,8.36,L,CT,146,,,,M,14,BRANFORD,PRI,2022,87472685-0ee3-49bb-81ec-4b452c073f19,44107.08346
45333,15-N-102,0,0.03,L,CT,15,,102,,ER,106,ORANGE,PRI,2022,f8a3847e-6ed6-4288-bd8e-097daabd6a32,166.7235481
45334,15-N-130,0,0.04,L,CT,15,,130,,ER,100,NORTH HAVEN,PRI,2022,38d7d547-7595-4109-ae2d-85571b120cd7,261.8842983
45335,15-N-189,0,0.12,L,CT,15,,189,,XR,158,WESTPORT,PRI,2022,ac322a38-98b6-4baa-b400-6fb7f27cc8f6,645.6238299
45336,15-N-218,0,0.2,L,CT,15,,218,,XR,148,WALLINGFORD,PRI,2022,f65f6fc4-6ca0-4e20-8152-723c99ee77b7,1096.844721
45337,15-N-85,0,0.1,L,CT,15,,85,,XR,50,FAIRFIELD,PRI,2022,e1ebc320-051f-430b-9897-f0ef5fd66c03,638.4134012
45338,15-N-86,0,0.13,L,CT,15,,86,,ER,50,FAIRFIELD,PRI,2022,15b2c35b-0af4-456b-adea-dca1c6c1c115,695.4051588
45339,155L-S,0,0.07,L,SP,155,L,,,M,36,DERBY,PRI,2022,9d664870-210d-47a3-83a7-fc3cec471692,366.9317053
45340,162L-W,0,0.05,L,SP,162,L,,,M,97,NORFOLK,PRI,2022,6369c15c-2664-4473-8a3a-025cc3cf76bb,261.4196741
45341,95-N,78.68,83.58,L,I,95,,,,M,104,OLD LYME,PRI,2022,9f36f64f-f559-415e-baf2-4880c112af31,25869.44716
45342,95-N-120,0,0.17,L,I,95,,120,,ER,83,MILFORD,PRI,2022,a21f90b6-33a8-4314-a615-8958b575faa9,814.5626518
45343,95-N-193,0,0.21,L,I,95,,193,,ER,59,GUILFORD,PRI,2022,c709233d-4cd3-4da1-8a9e-99ed1a37e754,1128.68278
45344,95-N-217,0,0.25,L,I,95,,217,,ER,105,OLD SAYBROOK,PRI,2022,d34c1fa2-23a7-4c9b-9235-e5199a6576e9,1322.959728
45345,95-N-291,0,0.36,L,I,95,,291,,XR,50,FAIRFIELD,PRI,2022,77b74c47-bd4c-40b4-bfd1-a6c54c4fd7b8,1919.367523
45346,95-N-293,0,0.19,L,I,95,,293,,XR,44,EAST LYME,PRI,2022,0a4d6948-b2b5-46f2-85f4-c5d35214409c,1050.403898
45347,95-N-312,0,0.09,L,I,95,,312,,ER,94,NEW LONDON,PRI,2022,3ee8a087-d89c-49c1-b751-82e9574f0472,515.5975306
45348,95-N-365,0,0.2,L,I,95,,365,,XR,92,NEW HAVEN,PRI,2022,ef162892-933d-44c6-b13c-9f850993697a,1063.999748
45349,95-N-63,0,0.18,L,I,95,,63,,ER,158,WESTPORT,PRI,2022,d17bb249-de7c-4eba-9035-714858c3d80e,1009.32018
45350,384-E,0,1.04,L,I,384,,,,M,42,EAST HARTFORD,PRI,2022,4f222b30-69eb-4aab-8393-bf6709246f2b,5843.313902
45351,384-E-21,0,0.43,L,I,384,,21,,XR,76,MANCHESTER,PRI,2022,569591a0-04ee-4776-a92a-eb092b4aa2a0,2247.380265
45352,39-N,4.69,14.51,L,CT,39,,,,M,90,NEW FAIRFIELD,PRI,2022,ab258934-9374-4129-8328-03ba805ee97a,51704.07232
45353,395-N-77A,0,0.02,L,I,395,,77,A,ER,141,THOMPSON,PRI,2022,8f5cddcc-e927-419c-be27-9356b272845c,130.8648692
45354,395-N-804,0,0.23,L,I,395,,804,,TR,103,NORWICH,PRI,2022,3593a671-319e-43ec-a9be-6a3392fd0e14,1236.103245
45355,395-S-24,0,0.24,L,I,395,,24,,ER,72,LISBON,PRI,2022,1c3eb61a-dc28-4ee1-984c-d99cc39abd9f,1289.471195
45356,395-S-62,0,0.22,L,I,395,,62,,XR,115,PUTNAM,PRI,2022,24f65b0b-450d-4da8-b86c-5e93a4d8f903,1144.577711
45357,40-S-2,0,0.14,L,CT,40,,2,,ER,100,NORTH HAVEN,PRI,2022,cd72ffea-21b7-4204-99f8-c36cebd66465,781.3918206
45358,401-S-801,0,0.23,L,SSR,401,,801,,TR,39,EAST GRANBY,PRI,2022,e838b132-dfc8-43ef-a189-a8617f1d283c,1245.365426
45359,44-E,23.6,29.4,L,US,44,,,,M,162,WINCHESTER,PRI,2022,af97458e-c0b9-4d9b-ad7e-70fc296baa17,30674.13798
45360,154L-W,0,0.14,L,SP,154,L,,,M,36,DERBY,PRI,2022,96171c3e-979b-4a2e-b41e-b92b7cf95d2c,724.4653586
45361,15L-S,0,0.25,L,SP,15,L,,,M,67,KENT,PRI,2022,58469b4d-006c-4454-be06-4c4e832db52c,1279.598651
45362,160-E,0,1.05,L,CT,160,,,,M,7,BERLIN,PRI,2022,7050e1c7-4ecf-4ca1-a659-49be3f58c4eb,5561.57457
45363,165-E,0,1.29,L,CT,165,,,,M,103,NORWICH,PRI,2022,106b48fe-0254-43f2-8220-07f303208249,6814.010799
45364,171M-S,0,0.02,L,SF,171,M,,,M,153,WATERTOWN,PRI,2022,7da45f79-e5f4-4f80-addb-ffc399a16b5e,97.37422116
45365,173-N,4.35,6.17,L,CT,173,,,,M,155,WEST HARTFORD,PRI,2022,0cba423e-1874-419d-b7dc-647daa325253,9657.812527
45366,177L-S,0,0.04,L,SP,177,L,,,M,150,WASHINGTON,PRI,2022,1f85d1b5-5b11-4243-9834-9bec6cb82764,243.9601009
45367,169-N,23.35,26.18,L,CT,169,,,,M,111,POMFRET,PRI,2022,00b000d4-bf12-46b0-8f54-322ac535fd55,14853.55891
45368,174-E,2.58,2.75,L,CT,174,,,,M,93,NEWINGTON,SEC,2022,bb054249-f1ce-4469-937a-f0e73e44192d,901.1780003
45369,174L-N,0,0.02,L,SP,174,L,,,M,150,WASHINGTON,PRI,2022,9b7d3faa-fed7-4f96-a1b7-4ffa01e90c66,100.8579177
45370,177-N,0,3.53,L,CT,177,,,,M,109,PLAINVILLE,PRI,2022,56f1862b-3f3e-45ab-8f0f-b532d0edec3b,18837.40775
45371,178L-W,0,0.16,L,SP,178,L,,,M,20,BURLINGTON,PRI,2022,4f5f28d3-434a-4baf-a30f-7c634381b43d,838.6054679
45372,95-S,6.29,9.63,R,I,95,,,,M,135,STAMFORD,PRI,2022,6f5d55bb-cbaa-4649-9edf-beadfc024ed8,17628.69615
45373,95-S,34.54,41.33,R,I,95,,,,M,83,MILFORD,PRI,2022,bf11d0e4-2ec3-4c86-b6a3-ebffa2407250,35768.50215
45374,95-S-204,0,0.28,L,I,95,,204,,ER,27,CLINTON,PRI,2022,0fea1220-0b4d-4572-ba2f-b3d6e1e1b192,1419.358074
45375,95-S-340,0,0.16,L,I,95,,340,,ER,135,STAMFORD,PRI,2022,635e24e4-c2e5-49a3-ab58-973ce164c2cd,792.4950307
45376,95-S-39A,0,0.01,L,I,95,,39,A,ER,35,DARIEN,PRI,2022,e6643bdf-de89-4002-8b23-a84f8d1ad43f,95.82539415
45377,95-S-817,0,0.58,L,I,95,,817,,TR,94,NEW LONDON,PRI,2022,c1590650-b66c-48b7-aca0-d4337d07da11,3080.809266
45378,1-S,25.66,25.9,R,US,1,,,,M,50,FAIRFIELD,PRI,2022,83f361b6-778e-4df1-9d28-6717007b63ae,1088.925578
45379,1-S,26.8,28.15,R,US,1,,,,M,50,FAIRFIELD,PRI,2022,3e00d7d1-40e5-4c64-97a9-d5e58c49293e,7092.689379
45380,82-W,28.2,28.47,R,CT,82,,,,M,103,NORWICH,PRI,2022,2b65115d-687c-41fa-b532-e11d0d305647,1230.807722
45381,832-N,0,0.32,L,SR,832,,,,M,99,NORTH CANAAN,PRI,2022,c717037d-28b7-47b1-800a-e972ce1a64f8,1718.6194
45382,84-E-119,0,0.18,L,I,84,,119,,ER,42,EAST HARTFORD,PRI,2022,813bba56-2f8a-40f5-b903-8de1bfb46729,785.0539746
45383,84-E-192,0,0.17,L,I,84,,192,,XR,63,HARTFORD,PRI,2022,181a7e06-2cc9-4950-8482-c86508300fa2,712.911824
45384,84-E-29,0,0.72,L,I,84,,29,,XR,96,NEWTOWN,PRI,2022,a4c4b1cc-ad23-445d-9dc6-a4a112758be2,3813.30975
45385,84-E-835,0,0.39,L,I,84,,835,,TR,25,CHESHIRE,PRI,2022,756cd77e-410a-4231-9475-439c5fc17bf5,2064.466322
45386,179L-S,0,0.12,L,SP,179,L,,,M,20,BURLINGTON,PRI,2022,5b860d72-c360-42dc-aa76-0ed2e6042c5e,671.0760518
45387,182-E,1.59,3.81,L,CT,182,,,,M,29,COLEBROOK,PRI,2022,7aed0850-eb53-46ab-bc8a-cc62d03bb031,11681.39146
45388,183-N,8.21,10.35,L,CT,183,,,,M,162,WINCHESTER,SEC,2022,6631fcc6-e237-4c93-8b93-3b58eac05498,11330.34887
45389,184-E,0,6.43,L,CT,184,,,,M,58,GROTON,PRI,2022,0151b6c5-eeee-4bb5-9f8e-9fb248339636,33952.09936
45390,184-W,12.18,12.29,R,CT,184,,,,M,101,NORTH STONINGTON,PRI,2022,96cd2639-b01a-4e11-88f0-0aad34cea480,772.253926
45391,185L-W,0,0.02,L,SP,185,L,,,M,4,AVON,PRI,2022,4556104f-21b8-415c-b6c6-63cd345e60b1,87.3245164
45392,188-N,13.25,15.92,L,CT,188,,,,M,80,MIDDLEBURY,PRI,2022,d01dcd2d-d0d2-4233-aca4-5b8120413798,14176.29617
45393,189-S-7,0,0.46,L,CT,189,,7,,XR,11,BLOOMFIELD,PRI,2022,f446dd15-7f0c-4f89-b830-dda993c0a1bf,2483.464348
45394,190-E,1.69,2.3,L,CT,190,,,,M,139,SUFFIELD,SEC,2022,731d5786-5761-4a8a-bb89-c4be56e14ceb,3293.286958
45395,2-W-18A,0,0.01,L,CT,2,,18,A,ER,53,GLASTONBURY,PRI,2022,3b54da8e-183f-48f2-b946-139c167dc2c5,72.75975148
45396,20-W-10,0,0.16,L,CT,20,,10,,ER,165,WINDSOR LOCKS,PRI,2022,fa77651d-0572-438e-a7a3-cb961be74ddb,751.1944308
45397,1-S,31.39,32.21,R,US,1,,,,M,15,BRIDGEPORT,PRI,2022,d4d91864-bd45-435b-a2b3-13087f257d02,4336.112413
45398,106-N,0,1.28,L,CT,106,,,,M,135,STAMFORD,PRI,2022,3bb4c537-5974-487a-b009-0e847c04bb3f,6795.583278
45399,11-N,10.38,14.47,L,CT,11,,,,M,120,SALEM,PRI,2022,50514bc2-5518-4967-81a3-41f9c5472742,21546.87825
45400,11-S-15,0,0.38,L,CT,11,,15,,ER,28,COLCHESTER,PRI,2022,2f6dde03-d073-49d1-9e6d-808d11d2cc2a,1959.583504
45401,113L-N,0,0.14,L,SP,113,L,,,M,152,WATERFORD,PRI,2022,de283f0b-ea5d-445c-8e8a-4344b8624068,767.0663116
45402,31-E,3.71,5.8,L,CT,31,,,,M,32,COVENTRY,PRI,2022,c3732acf-92cb-4656-b9fb-e94d5bcf2659,11022.03782
45403,316-N,0,3.15,L,CT,316,,,,M,66,HEBRON,PRI,2022,fda5902b-128d-41b6-aaa1-0e772304a99c,16613.47625
45404,316N-W,0,0.03,L,SI,316,N,,,M,151,WATERBURY,PRI,2022,314ebfa3-7638-4641-b504-6f28b1690483,168.75408
45405,320-N,3.39,3.56,L,CT,320,,,,M,160,WILLINGTON,SEC,2022,afb1b645-90cc-4478-999d-db0d6dfb0140,868.9601772
45406,323N-E,0,0.08,L,SI,323,N,,,M,100,NORTH HAVEN,PRI,2022,9fb45c6b-5d9d-4e40-b107-c8575c160327,414.7469677
45407,339N-S,0,0.12,L,SI,339,N,,,M,76,MANCHESTER,PRI,2022,f6ced728-f26b-4b08-a77a-b1508e5202c8,658.0857265
45408,36M-N,0.97,3.6,L,SF,36,M,,,M,38,EASTFORD,PRI,2022,2db05e13-96c9-4735-a86f-9cb7d6633f63,13799.24199
45409,106-N,4.32,6.3,L,CT,106,,,,M,89,NEW CANAAN,PRI,2022,438aa671-54e2-4f92-84c8-2832f9c77129,10446.57534
45410,106-N,12.44,14.37,L,CT,106,,,,M,161,WILTON,PRI,2022,79a5786d-1933-4dae-a845-920299fbbdfb,10232.50345
45411,130-W,4.28,4.41,R,CT,130,,,,M,15,BRIDGEPORT,PRI,2022,fe6d19c7-28a0-4a49-8ed3-870abaf3caca,691.0990279
45412,15-N,67.96,73.34,L,CT,15,,,,M,7,BERLIN,PRI,2022,e40ff655-783e-4931-b4e1-455e6199d9d9,28455.06836
45413,15-N-85T,0,0.05,L,CT,15,,85,T,2WR,50,FAIRFIELD,PRI,2022,8842df68-a430-4ba8-ba18-4228996011a9,248.9956708
45414,555-E,0,1.3,L,SR,555,,,,M,88,NEW BRITAIN,PRI,2022,25dcabaa-80fe-473f-98fc-edaa72e9ca5e,6947.721744
45415,58-N,11.11,16.08,L,CT,58,,,,M,116,REDDING,PRI,2022,00a8bae4-1f56-478f-bbb3-a112614e48a0,26278.35062
45416,6-E,18.67,21.96,L,US,6,,,,M,130,SOUTHBURY,SEC,2022,a4d6f0d2-97a0-492b-9d93-1eddab8dcb13,17297.75962
45417,6-E,64.62,69.34,L,US,6,,,,M,42,EAST HARTFORD,SEC,2022,b59ecc6e-895a-4c6d-9a05-a60275c8d95b,24871.94603
45418,637-E,0,0.51,L,SR,637,,,,M,28,COLCHESTER,PRI,2022,3e1c2928-d65d-4a1a-999a-11c8bc733aa2,2723.168185
45419,639-S,0,0.77,L,SR,639,,,,M,94,NEW LONDON,PRI,2022,1c7309ed-64f9-4d09-9a0a-9d4a5c7a1668,4081.152404
45420,643-S,0,0.13,L,SR,643,,,,M,94,NEW LONDON,PRI,2022,be8ba8ff-0f55-4eee-ac9c-76d4b133a957,731.5919462
45421,191-N,5.83,6.28,L,CT,191,,,,M,46,EAST WINDSOR,PRI,2022,106271bd-cacd-42a3-823b-4701b8058fa2,2467.829542
45422,2-E-3,0,0.16,L,CT,2,,3,,XR,42,EAST HARTFORD,PRI,2022,741a968d-8bfd-4a77-b8f3-45a9e10ce503,840.5092188
45423,2-W,28.53,31.12,R,CT,2,,,,M,70,LEBANON,PRI,2022,fc217cb6-70b8-4ebe-9bb3-54c7322a570d,13961.04789
45424,2-W,39.59,39.82,R,CT,2,,,,M,103,NORWICH,PRI,2022,563929db-1d9f-4498-b0a3-f4e7e54a3fcf,998.9113699
45425,2-W-38,0,0.32,L,CT,2,,38,,ER,28,COLCHESTER,PRI,2022,f862cfdb-36b3-4864-a147-f14c2967ca00,1676.620311
45426,2-W-71A,0,0.02,L,CT,2,,71,A,ER,103,NORWICH,PRI,2022,d1aece96-8dae-4885-823b-67ec35f4fbdc,83.74932669
45427,2-W-93,0.01,0.15,L,CT,2,,93,,XR,71,LEDYARD,PRI,2022,b03307df-7aae-44a2-a2f9-4c8f36a3710a,720.0284303
45428,201-N,4.91,9.3,L,CT,201,,,,M,101,NORTH STONINGTON,PRI,2022,72f719fe-f41b-43e1-86b0-9dc268a4cc8e,23112.896
45429,212N-W,0,0.72,L,SI,212,N,,,M,77,MANSFIELD,PRI,2022,0e3a3d20-87cc-465c-bea8-1462c4ebc682,3828.209223
45430,214-E,0,7.3,L,CT,214,,,,M,71,LEDYARD,PRI,2022,f41f6664-a8f7-43c2-aa7b-f2c5ba4703ae,38453.49853
45431,215-E,0,4.65,L,CT,215,,,,M,58,GROTON,PRI,2022,9a37adda-3d87-406d-a437-fbed25b0d21c,24514.8324
45432,229-N,2.58,5.94,L,CT,229,,,,M,17,BRISTOL,PRI,2022,8ec17a74-59df-47d7-87af-ae71be06a9dd,17840.22747
45433,15-N,52.11,56.54,L,CT,15,,,,M,100,NORTH HAVEN,PRI,2022,3256e373-a893-46e6-a4c7-bb8d0df3c5cb,23430.17862
45434,15-S,43.4,45.07,R,CT,15,,,,M,167,WOODBRIDGE,PRI,2022,a982a508-48c7-4860-a423-825cf26985ea,8916.675643
45435,15-S,45.81,46.77,R,CT,15,,,,M,92,NEW HAVEN,PRI,2022,7e6a7fde-6551-40e2-93be-189c719edce5,5092.913845
45436,15-S,81.9,83.53,R,CT,15,,,,M,42,EAST HARTFORD,PRI,2022,a4720c30-0df5-4689-8a05-4f6c2eb03302,7394.146371
45437,15-S-122,0,0.19,L,CT,15,,122,,ER,61,HAMDEN,PRI,2022,f8674782-4cbb-48a2-a4c9-7a7934d8c058,1016.025142
45438,84-W-220,0,0.21,L,I,84,,220,,ER,151,WATERBURY,PRI,2022,10267b5e-4233-4800-803b-55c0a398fed7,1108.934164
45439,84-W-22A,0,0.02,L,I,84,,22,A,ER,96,NEWTOWN,PRI,2022,49ade53e-975e-4ac4-96bb-8ab430661974,114.5510066
45440,84-W-251,0,0.45,L,I,84,,251,,ER,146,VERNON,PRI,2022,3da6972c-f536-43f4-afb6-e4e32b7015af,2327.955294
45441,84-W-49,0,0.21,L,I,84,,49,,ER,80,MIDDLEBURY,PRI,2022,2b025dd0-34c5-4e48-a5ca-7bb904aa4438,1128.316824
45442,84-W-76,0,0.21,L,I,84,,76,,XR,151,WATERBURY,PRI,2022,089ffb56-3b53-409e-abe1-56d099dff284,1161.992033
45443,84-W-808,0,0.25,L,I,84,,808,,TR,151,WATERBURY,PRI,2022,0ab59d9e-7551-4285-ba89-0f9046307dca,1231.843794
45444,84-W-93A,0,0.01,L,I,84,,93,A,XR,131,SOUTHINGTON,PRI,2022,aa505297-04b1-4f61-acb8-1018d7048eab,134.3748928
45445,845-E,0,1.64,L,SR,845,,,,M,151,WATERBURY,PRI,2022,70a8c023-f90d-470f-a8b4-ffb8f9d13adf,8756.241417
45446,848-N,0,3.31,L,SR,848,,,,M,140,THOMASTON,PRI,2022,3c445c29-0652-4b09-ae6b-31e1e123272e,17350.70572
45447,85-N,0.56,5.43,L,CT,85,,,,M,152,WATERFORD,PRI,2022,8b72b626-707c-436e-98f0-39f7d21a1130,25688.31946
45448,89-N,0,5.48,L,CT,89,,,,M,77,MANSFIELD,PRI,2022,6865cf8e-1646-4fa4-be0b-fe17aae553d2,28944.13854
45449,67-W,16.95,17.11,R,CT,67,,,,M,130,SOUTHBURY,PRI,2022,dc5820fa-df92-4a1e-a644-ba4393260a0e,773.2796146
45450,684-S,0,1.41,R,I,684,,,,M,56,GREENWICH,PRI,2022,de6b730d-3ee0-43a7-830c-9beda113ef91,7205.680782
45451,693-N,1.06,1.41,L,SR,693,,,,M,85,MONTVILLE,PRI,2022,f1044bc5-2c9f-42ce-89b5-5db1bfd8edf0,1885.335698
45452,702-E,0,0.81,L,SR,702,,,,M,148,WALLINGFORD,PRI,2022,955f6e35-ef7f-4b7c-94b5-fd1405c96884,4383.241579
45453,717-E,0.28,1.15,L,SR,717,,,,M,100,NORTH HAVEN,PRI,2022,194671a7-725a-4d41-999f-bda5031ac675,4650.475952
45454,72-N,0,2.87,L,CT,72,,,,M,88,NEW BRITAIN,PRI,2022,ae406120-c50c-4eb5-85ff-3d084237cff9,15166.61318
45455,72-S-32,0.36,0.49,L,CT,72,,32,,ER,88,NEW BRITAIN,PRI,2022,bd016277-df73-49b9-8f2d-29acfb6dfade,487.9406891
45456,243-E,5.23,6.2,L,CT,243,,,,M,92,NEW HAVEN,PRI,2022,19feb464-3688-4ec9-aedc-cad2356d73e1,5169.089406
45457,281L-N,0,0.79,L,SP,281,L,,,M,108,PLAINFIELD,PRI,2022,227241b4-a2b9-48ff-a912-eef882b8ffed,4187.761132
45458,286-N,0,3.6,L,CT,286,,,,M,47,ELLINGTON,PRI,2022,c502607a-e2be-43f9-a35d-32f106a51681,19060.83999
45459,291-E-1,0,0.53,L,I,291,,1,,ER,164,WINDSOR,PRI,2022,cef6092d-b94a-46e1-8c3b-05cafab5e39b,2630.618803
45460,2A-E,7.05,7.35,L,CT,2,A,,,M,113,PRESTON,SEC,2022,5e4cfc8e-9935-4114-b000-74b76b920479,1602.577144
45461,30-S,0,0.11,R,CT,30,,,,M,132,SOUTH WINDSOR,PRI,2022,a030dd09-f627-44b8-b293-e800b1d46731,549.0507534
45462,31-E,5.8,6.9,L,CT,31,,,,M,32,COVENTRY,SEC,2022,708d229a-73a1-4b3b-8741-731d29fe48cb,5832.865678
45463,311N-S,0,0.25,L,SI,311,N,,,M,48,ENFIELD,PRI,2022,2ce4e457-bc19-4da8-a572-4c85e343812f,1318.065117
